exam_year,question_id,question_type,topic,modality,question_text,description,image_path,correct_answer
Spring2024,Q14,A,Rand index / cluster assignment with missing entries,text,"Consider clustering N = 10 observations using two clustering algorithms. The resulting cluster assignments is indicated by:
Q = [?, ?, ?, 1, 2, 1, 2, 1, 3, 1]
Z = [?, ?, ?, 2, 3, 3, 4, 2, 1, 1]
The elements in the vectors indicate the cluster index for a specific observation with ""?"" representing a missing/unknown cluster assignment. We use the Rand index to compare the two results. It is known that the total number of times Q and Z agree that two observations are not in the same cluster is D = 20. Additionally, it is known that the total number of times Q and Z agree that two observations are in the same cluster is S = 7. Which one of the following options is the correct combination of missing assignments?

A. Q = [3, 1, 3, 1, 2, 1, 2, 1, 3, 1], Z = [1, 3, 1, 2, 3, 3, 4, 2, 1, 1]
B. Q = [1, 1, 2, 1, 2, 1, 2, 1, 3, 1], Z = [4, 1, 3, 2, 3, 3, 4, 2, 1, 1]
C. Q = [1, 1, 1, 1, 2, 1, 2, 1, 3, 1], Z = [2, 3, 2, 2, 3, 3, 4, 2, 1, 1]
D. Q = [1, 2, 2, 1, 2, 1, 2, 1, 3, 1], Z = [1, 3, 4, 2, 3, 3, 4, 2, 1, 1]",,,C
Spring2024,Q15,C,Model comparison / paired test on squared errors,screenshot,"Consider comparing three regression models (A, B, and C) using hold-out cross-validation and the setup presented in Section 11.3.6 of the lecture notes. The squared error on each of the five observations for all three models is shown in Table 4.

Table 4 (squared error from three regression models for n = 5 observations):
i   z_i^A   z_i^B   z_i^C
1    17      21      17
2    21      21      22
3    19      23      18
4    20      21      20
5    22      22      53

Determine which one of the following statements is correct.

A. Model A's losses are always lower or equal to Model B's losses, thus a paired test on the difference in performance between the models is guaranteed to show that Model A is better than Model B with a p-value < 0.05.
B. The confidence interval for the estimated difference in performance between Model A and Model C is approx [17.0, 53.0].
C. The losses of Model C seem far from being normally distributed due to the outlier (z_5^C = 53), so one should be careful with any application and interpretation of the usual paired test.
D. When comparing Model A's and Model B's losses using a paired test, the degrees of freedom parameter nu in the test will be nu = (n - 1) x n = 20.",,data/screenshots/Spring2024_Q15.png,C
Spring2024,Q15,C,Model comparison / paired test on squared errors,text_desc,"Consider comparing three regression models (A, B, and C) using hold-out cross-validation and the setup presented in Section 11.3.6 of the lecture notes. The squared error on each of the five observations for all three models is shown in Table 4.

Table 4 (squared error from three regression models for n = 5 observations):
i   z_i^A   z_i^B   z_i^C
1    17      21      17
2    21      21      22
3    19      23      18
4    20      21      20
5    22      22      53

Determine which one of the following statements is correct.

A. Model A's losses are always lower or equal to Model B's losses, thus a paired test on the difference in performance between the models is guaranteed to show that Model A is better than Model B with a p-value < 0.05.
B. The confidence interval for the estimated difference in performance between Model A and Model C is approx [17.0, 53.0].
C. The losses of Model C seem far from being normally distributed due to the outlier (z_5^C = 53), so one should be careful with any application and interpretation of the usual paired test.
D. When comparing Model A's and Model B's losses using a paired test, the degrees of freedom parameter nu in the test will be nu = (n - 1) x n = 20.","Table 4 (squared error from three regression models for n = 5 observations):
i   z_i^A   z_i^B   z_i^C
1    17      21      17
2    21      21      22
3    19      23      18
4    20      21      20
5    22      22      53",,C
Spring2024,Q16,C,Regularized linear regression / recover weight from residuals,screenshot,"Consider a regularized linear regression model on the (non-standardized) attribute, y_r, using three of the standardized attributes x3, x4, x5. We use a standard regression function defined as f(x_hat, w_hat) = x_hat^T w_hat, where w_hat is the weight vector including the intercept term as the first element and x_hat^T contains the standardized attributes augmented with a constant for the intercept term, i.e., x_hat = [1, x_tilde]^T. Consider an error function for the regularized linear regression problem defined as E(w_hat) = (1/N) sum_{i=1}^{N} L(y_{r,i}, f(x_hat_i, w_hat)) + lambda ||w||_2^2, where the function L(y_{r,i}, y_hat_{r,i}) is the squared difference between the actual observation, y_{r,i}, and the prediction, y_hat_{r,i}. w is the weight vector excluding the intercept term. The model parameters are estimated based on five observations with the relevant information shown in Table 5, resulting in w_hat = [0.0318, 0.04, 0.000197, w5]^T and E(w_hat) approx 0.00025757. lambda = 0.02 was used in the estimation.

Table 5 (regression result, residuals y_{r,i} - f(x_hat_i, w_hat)):
i:                       1         2         3        4         5
y_{r,i} - f(x_hat_i, w_hat): 0.00162  -0.00756  -0.0161  0.0248  -0.00274

Determine which value of w5 was estimated.

A. w5 approx -0.043
B. w5 approx 0.018
C. w5 approx 0.22
D. w5 approx 0.60",,data/screenshots/Spring2024_Q16.png,A
Spring2024,Q16,C,Regularized linear regression / recover weight from residuals,text_desc,"Consider a regularized linear regression model on the (non-standardized) attribute, y_r, using three of the standardized attributes x3, x4, x5. We use a standard regression function defined as f(x_hat, w_hat) = x_hat^T w_hat, where w_hat is the weight vector including the intercept term as the first element and x_hat^T contains the standardized attributes augmented with a constant for the intercept term, i.e., x_hat = [1, x_tilde]^T. Consider an error function for the regularized linear regression problem defined as E(w_hat) = (1/N) sum_{i=1}^{N} L(y_{r,i}, f(x_hat_i, w_hat)) + lambda ||w||_2^2, where the function L(y_{r,i}, y_hat_{r,i}) is the squared difference between the actual observation, y_{r,i}, and the prediction, y_hat_{r,i}. w is the weight vector excluding the intercept term. The model parameters are estimated based on five observations with the relevant information shown in Table 5, resulting in w_hat = [0.0318, 0.04, 0.000197, w5]^T and E(w_hat) approx 0.00025757. lambda = 0.02 was used in the estimation.

Table 5 (regression result, residuals y_{r,i} - f(x_hat_i, w_hat)):
i:                       1         2         3        4         5
y_{r,i} - f(x_hat_i, w_hat): 0.00162  -0.00756  -0.0161  0.0248  -0.00274

Determine which value of w5 was estimated.

A. w5 approx -0.043
B. w5 approx 0.018
C. w5 approx 0.22
D. w5 approx 0.60","Table 5 (regression result, residuals y_{r,i} - f(x_hat_i, w_hat) for i = 1..5):
i:                            1         2         3        4         5
y_{r,i} - f(x_hat_i, w_hat):  0.00162  -0.00756  -0.0161   0.0248   -0.00274",,A
Spring2024,Q17,B,Naive Bayes classifier with continuous attributes,screenshot,"Consider the task of classifying the label y from two continuous attributes, namely x1 and x2 using Bayes rule. We use a normal distribution to model the class conditional distribution of x = [x1, x2]^T, i.e. in general p(x | mu_{y=k}, Sigma_{y=k}). The specific distributions are illustrated in Figure 6 (a contour plot of the joint p(x|y) for y=1 and y=2, and the marginal class-conditional densities p(x1|y) and p(x2|y) for y=1 and y=2). Additionally, it is noted that p(y = 1) = 0.784 and p(y = 2) = 0.216. Determine the value of p(y = 1 | x = [-1, 0]^T) using a Naive Bayes classifier.

A. approx 0.675
B. approx 0.784
C. approx 0.864
D. approx 0.5",,data/screenshots/Spring2024_Q17.png,B
Spring2024,Q18,B,KNN regression / determine number of neighbors K,screenshot,"Suppose a K-nearest neighbors regression model is fitted to a small 1-dimensional dataset with N = 10 observations. The predicted response is shown in Figure 7, where the red line (a step function) is fitted to the data points (scatter of x2 vs y). How many neighbors (i.e. K) was used?

A. K = 5
B. K = 2
C. K = 3
D. K = 4",,data/screenshots/Spring2024_Q18.png,C
Spring2024,Q19,A,Forward/backward feature selection / number of models,text,"Consider again the Electronic Device Quality dataset in Table 1. We apply forward or backward selection to find an interpretable linear regression model which uses a subset of the M = 5 attributes to predict the y_r attribute. Recall that backward and forward selection chooses models based on the test error as determined by cross-validation. In our case we use the hold-out method to generate a single test/training split. Suppose backward selection ends up selecting the attributes x1 and x5. Determine which one of the following statements is correct.

A. Forward selection is garanteed to also select x1 and x5.
B. Backward selection will always result in fewer attributes being selected compared to forward selection.
C. Backward selection requires testing 13 models if the procedure selects x1 and x5.
D. Forward selection requires training 13 models if the procedure selects two attributes.",,,D
Spring2024,Q20,A,Logistic regression / prediction with sigmoid,text,"Suppose we fit three different logistic regression models (A, B and C) on the Electronic Device Quality dataset.
Model A uses x1.
Model B uses x1 and x2.
Model C uses all five attributes x1,...,x5.
We standardize the input attributes and add an intercept column with ones in front of the attribute columns. The estimated parameters/weights are:
w^A = [-1.332, 0.378]^T
w^B = [-1.346, 0.387, -0.222]^T
w^C = [-15.913, 9.028, -0.273, 18.852, 2.133, -5.583]^T
where the first element in each vector corresponds to the intercept/bias term. We consider the (already standardized) observation x3 = [1.209, -0.303, -1.070, -0.459, 0.013]^T and the prediction y_hat_i = sigma(x_i^T w) where sigma(z) is the logistic sigmoid function. Determine which one of the following statements is correct.

A. Model A's prediction is y_hat_3^A approx -0.87
B. Model A's prediction is y_hat_3^A approx 0.15
C. Model B's prediction is y_hat_3^B approx 0.31
D. It is not possible to make a prediction using w^C as the dimension of w^C does not match the input.",,,C
Spring2024,Q21,C,Classifier comparison from confusion matrices (precision/recall/FPR),screenshot,"Table 6 shows the confusion matrices related to a neural network (ANN) classifier and a decision tree (DT) classifier trained on a particular instance of the Electronic Device Quality dataset to predict y (PROT). The dataset has been resampled to almost balance the number of observations from the two classes, but the number of observations is still N = 900.

Table 6 (confusion matrices; rows = Actual, columns = Predicted):
DT:
                Predicted Activated   Predicted Deactivated
Actual Activated        373                  110
Actual Deactivated       82                  335
ANN:
                Predicted Activated   Predicted Deactivated
Actual Activated        355                  128
Actual Deactivated       64                  353

We define y = 1 to mean a negative outcome (i.e., PROT is Deactivated), and y = 2 to be a positive outcome (i.e., PROT is Activated). On the particular instance of the dataset, the goal is to have low error rate and simultaneously avoid misclassifying a device as having its protection mode Deactivated when it is actually Activated. Determine which one of the following statements is true.

A. It is not possible to determine which classification model is better based on the provided information.
B. The DT is preferred over the ANN because the DT's precision is higher than the ANN's precision.
C. The DT is preferred over the ANN because the DT's false positive rate is lower than the ANN's false positive rate.
D. The DT is preferred over the ANN because the DT's recall is higher than the ANN's recall.",,data/screenshots/Spring2024_Q21.png,D
Spring2024,Q21,C,Classifier comparison from confusion matrices (precision/recall/FPR),text_desc,"Table 6 shows the confusion matrices related to a neural network (ANN) classifier and a decision tree (DT) classifier trained on a particular instance of the Electronic Device Quality dataset to predict y (PROT). The dataset has been resampled to almost balance the number of observations from the two classes, but the number of observations is still N = 900.

Table 6 (confusion matrices; rows = Actual, columns = Predicted):
DT:
                Predicted Activated   Predicted Deactivated
Actual Activated        373                  110
Actual Deactivated       82                  335
ANN:
                Predicted Activated   Predicted Deactivated
Actual Activated        355                  128
Actual Deactivated       64                  353

We define y = 1 to mean a negative outcome (i.e., PROT is Deactivated), and y = 2 to be a positive outcome (i.e., PROT is Activated). On the particular instance of the dataset, the goal is to have low error rate and simultaneously avoid misclassifying a device as having its protection mode Deactivated when it is actually Activated. Determine which one of the following statements is true.

A. It is not possible to determine which classification model is better based on the provided information.
B. The DT is preferred over the ANN because the DT's precision is higher than the ANN's precision.
C. The DT is preferred over the ANN because the DT's false positive rate is lower than the ANN's false positive rate.
D. The DT is preferred over the ANN because the DT's recall is higher than the ANN's recall.","Table 6 (confusion matrices; rows = Actual class, columns = Predicted class):
DT classifier:
                     Predicted Activated   Predicted Deactivated
Actual Activated             373                   110
Actual Deactivated            82                   335
ANN classifier:
                     Predicted Activated   Predicted Deactivated
Actual Activated             355                   128
Actual Deactivated            64                   353
(y = 2 = positive = Activated; y = 1 = negative = Deactivated.)",,D
Spring2024,Q22,B,Two-layer neural network / forward pass (ReLU + tanh),screenshot,"Consider a two layer neural network f : R^2 -> R for regression with two hidden units (i.e. z^(1) in R^2) and of the form z^(1) = h^(1)((W^(1))^T x_tilde), f(x; W^(1), W^(2)) = h^(2)((W^(2))^T z_tilde^(1)), with a schematic provided in Figure 8. The schematic (Figure 8) shows: an input layer with x1 and x2 plus a bias term (1); a hidden layer with two ReLU units plus a bias term (1); and an output layer with a single Tanh unit. The edge weights shown are: from bias to first ReLU = 0, from bias to second ReLU = 0, from x1 to first ReLU = -2, from x1 to second ReLU = 4 (x1 edges labelled -2 and 4), from x2 to first ReLU = -1, from x2 to second ReLU = -0.5 (x2 edges labelled -1 and -0.5); from hidden bias (1) to Tanh = -1, from first ReLU to Tanh = 3, from second ReLU to Tanh = -0.5. Given an input x = [x1, x2]^T = [0, -1]^T determine the corresponding output.

A. approx -1.00
B. approx -0.85
C. approx 0.94
D. approx 1.75",,data/screenshots/Spring2024_Q22.png,C
Spring2024,Q23,B,Two-layer cross-validation / generalization error estimate,screenshot,"Consider evaluating three regression models (M_{s=1}, M_{s=2} and M_{s=3}), based on a dataset with 1200 observations. We use two-layer cross-validation (Algorithm 6 in the lecture notes) with K1 = 4 outer folds and K2 = 2 inner folds. The error is computed using the mean squared error. The result of the procedure is shown in Figure 9. Figure 9 contains bar charts: the top chart shows E^test_{i,M_s}, the test-set performance of the three models (complexities s = 1,2,3) for each outer fold i in [1,K1]; the bottom charts show the inner-fold validation errors E^val_{M_s,j} per outer fold. E^test_{i,M_s} denotes the performance of the models with complexities s = {1,2,3} on the test set in the outer fold. Hence, we do not just evaluate the optimal model, M_{s*}, chosen based on the result of the inner fold, but compute the error for all three models on the test set in each of the outer folds. Determine the value of the estimated generalization error E_hat^gen.

A. E_hat^gen approx 0.2
B. E_hat^gen approx 0.3
C. E_hat^gen approx 0.1
D. E_hat^gen approx 0.25",,data/screenshots/Spring2024_Q23.png,A
Spring2024,Q24,C,Association rules / confidence from binary market-basket matrix,screenshot,"Consider the binary matrix from Table 7 as a market basket problem consisting of N = 10 transactions o1,...,o10 and M = 5 items f1,...,f5.

Table 7 (binarized version of the Electronic Device Quality dataset; f_i = 1 if x_i greater than median, else 0):
      f1  f2  f3  f4  f5
o1     1   1   0   1   1
o2     0   1   0   1   0
o3     0   0   0   1   0
o4     1   0   1   1   1
o5     1   0   0   1   0
o6     1   1   0   1   1
o7     0   0   1   1   1
o8     1   1   1   1   1
o9     0   0   1   1   1
o10    1   0   1   1   1
Classes: C1 (Deactivated) = {o1..o7}; C2 (Activated) = {o8,o9,o10}.

What is the confidence of the rule {f2, f3, f4} -> {f1, f5}?

A. The confidence is 3/10
B. The confidence is 1
C. The confidence is 1/5
D. The confidence is 1/10",,data/screenshots/Spring2024_Q24.png,B
Spring2024,Q24,C,Association rules / confidence from binary market-basket matrix,text_desc,"Consider the binary matrix from Table 7 as a market basket problem consisting of N = 10 transactions o1,...,o10 and M = 5 items f1,...,f5.

Table 7 (binarized version of the Electronic Device Quality dataset; f_i = 1 if x_i greater than median, else 0):
      f1  f2  f3  f4  f5
o1     1   1   0   1   1
o2     0   1   0   1   0
o3     0   0   0   1   0
o4     1   0   1   1   1
o5     1   0   0   1   0
o6     1   1   0   1   1
o7     0   0   1   1   1
o8     1   1   1   1   1
o9     0   0   1   1   1
o10    1   0   1   1   1
Classes: C1 (Deactivated) = {o1..o7}; C2 (Activated) = {o8,o9,o10}.

What is the confidence of the rule {f2, f3, f4} -> {f1, f5}?

A. The confidence is 3/10
B. The confidence is 1
C. The confidence is 1/5
D. The confidence is 1/10","Table 7 (binary market-basket matrix; rows = transactions o1..o10, columns = items f1..f5; entry 1 means item present):
      f1  f2  f3  f4  f5
o1     1   1   0   1   1
o2     0   1   0   1   0
o3     0   0   0   1   0
o4     1   0   1   1   1
o5     1   0   0   1   0
o6     1   1   0   1   1
o7     0   0   1   1   1
o8     1   1   1   1   1
o9     0   0   1   1   1
o10    1   0   1   1   1",,B
Spring2024,Q25,B,ROC curve / threshold from predicted-probability densities,screenshot,"Consider the ROC curve shown in Figure 10 originating from evaluating a logistic regression model. Figure 10 shows an ROC curve (TPR vs FPR) with a red cross marked at approximately (FPR, TPR) = (0.41, 0.945). Figure 11 shows the density of the predicted probabilities p(y=2 | w, x), with one curve for observations whose actual label is y=1 (concentrated at low probabilities) and one for y=2 (concentrated at high probabilities). Based on the density of the predictions shown in Figure 11, determine which threshold corresponds to the (FPR, TPR)-point indicated by the red cross in Figure 10.

A. approx 0.01
B. approx 0.1
C. approx 0.3
D. approx 0.7",,data/screenshots/Spring2024_Q25.png,C
Spring2024,Q26,A,McNemar's test / matched-pair matrix consistency,text,"Consider two classifiers evaluated on the Electronic Device Quality dataset with (N = 900) observations:
Model A: A logistic regression model with the complexity controlled by the regularization parameter lambda.
Model B: A neural network with the complexity controlled by the number of hidden layers.
The models were compared using two-layer cross-validation (Algorithm 6 in the lecture notes) with K1 = 10 outer folds and K2 = 3 inner folds, and a correct/ideal application of McNemar's test. McNemar's test resulted in an estimated difference in accuracy of theta_hat = -0.097 along with an undisclosed confidence interval and p-value. McNemar's test relies on a 2x2 matched-pair matrix, [[n11, n12], [n21, n22]], where n11 = number of times both classifiers are correct, n12 = number of times A is correct and B is wrong, n21 = number of times A is wrong and B is correct, n22 = number of times both classifiers are wrong. Determine which one of the following matrices was used in the estimation.

A. [[707, 13], [100, 80]]
B. [[71, 1], [10, 8]]
C. [[236, 4], [33, 27]]
D. [[77, 104], [17, 702]]",,,A
Spring2024,Q27,B,Decision tree rules / matching tree to classification boundary,screenshot,"We consider an artificial dataset of N = 4000 observations. The dataset is classified according to a decision tree of the form shown in Figure 12 resulting in a partition into classes indicated by the colors/markers in Figure 13. Figure 12 is a classification tree: node A (False -> node B, True -> Class 2), node B (False -> node C, True -> Class 1), node C (False -> Class 1, True -> Class 2). Figure 13 is a scatter plot of the resulting classification boundary in the (x1, x2) plane (x1, x2 each roughly in [0, 6]), with Class 1 and Class 2 regions. What is the correct rule assignment to the nodes in the decision tree?

A. A: ||[x1, x2] - [6, 6]||_2 < 3, B: ||[x1, x2] - [2, 6]||_1 < 2, C: ||[x1, x2] - [2, 0]||_1 < 2
B. A: ||[x1, x2] - [2, 0]||_1 < 2, B: ||[x1, x2] - [6, 6]||_2 < 3, C: ||[x1, x2] - [2, 6]||_1 < 2
C. A: ||[x1, x2] - [6, 6]||_2 < 3, B: ||[x1, x2] - [2, 0]||_1 < 2, C: ||[x1, x2] - [2, 6]||_1 < 2
D. A: ||[x1, x2] - [2, 0]||_1 < 2, B: ||[x1, x2] - [2, 6]||_1 < 2, C: ||[x1, x2] - [6, 6]||_2 < 3",,data/screenshots/Spring2024_Q27.png,D
Spring2025,Q1,B,PCA / correlation matrix,screenshot,"The main dataset used in this exam is the Welding robot dataset described in Table 1. We consider the first four attributes of the Welding robot dataset in Table 1. A scatter plot matrix for these attributes is given in Figure 1. Which one of the following matrices represents the empirical correlation matrix for these attributes?

A. C_hat ~ [[1.0, 0.01, -0.15, 0.01], [0.01, 1.0, 0.18, 0.27], [-0.15, 0.18, 1.0, 0.82], [0.01, 0.27, 0.82, 1.0]]
B. C_hat ~ [[1.0, 0.01, -0.15, 0.01], [0.01, 1.0, 0.18, 0.27], [-0.15, 0.18, 1.0, 0.16], [0.01, 0.27, 0.16, 1.0]]
C. C_hat ~ [[1.0, 0.01, -0.85, 0.01], [0.01, 1.0, 0.18, 0.27], [-0.85, 0.18, 1.0, 0.82], [0.01, 0.27, 0.82, 1.0]]
D. C_hat ~ [[1.0, 0.01, -0.15, 0.01], [0.01, 1.0, 0.18, 0.27], [-0.15, 0.18, 1.0, -0.82], [0.01, 0.27, -0.82, 1.0]]",,data/screenshots/Spring2025_Q1.png,A
Spring2025,Q2,B,Histograms vs scatter plot / distributions,screenshot,"We consider the histograms of the four attributes in Figure 2. Match the histograms to the attributes by using the information regarding the distributions of the points from Figure 1. Which one of the following statements is correct?

A. Histogram 1: x1, Histogram 2: x2, Histogram 3: x4, Histogram 4: x3.
B. Histogram 1: x4, Histogram 2: x2, Histogram 3: x3, Histogram 4: x1.
C. Histogram 1: x3, Histogram 2: x1, Histogram 3: x2, Histogram 4: x4.
D. Histogram 1: x4, Histogram 2: x1, Histogram 3: x2, Histogram 4: x3.",,data/screenshots/Spring2025_Q2.png,B
Spring2025,Q3,C,kNN / leave-one-out cross-validation,screenshot,"Consider the distances in Table 2 based on 10 observations from the Welding robot dataset. The class labels C1, C2 (see table caption for details) will be predicted using a k-nearest neighbour classifier based on the distances given in Table 2. Suppose we use leave-one-out cross validation (i.e., the observation that is being predicted is left out) and a 1-nearest neighbour classifier (i.e., k = 1). What is the error rate computed for all N = 10 observations?

A. error rate = 1
B. error rate = 9/10
C. error rate = 2/5
D. error rate = 1/5",,data/screenshots/Spring2025_Q3.png,C
Spring2025,Q3,C,kNN / leave-one-out cross-validation,text_desc,"Consider the distances in Table 2 based on 10 observations from the Welding robot dataset. The class labels C1, C2 (see table caption for details) will be predicted using a k-nearest neighbour classifier based on the distances given in Table 2. Suppose we use leave-one-out cross validation (i.e., the observation that is being predicted is left out) and a 1-nearest neighbour classifier (i.e., k = 1). What is the error rate computed for all N = 10 observations?

A. error rate = 1
B. error rate = 9/10
C. error rate = 2/5
D. error rate = 1/5","Table 2: Pairwise Euclidean distances d(o_i, o_j) between 10 observations (M = 5 attributes).
Classes: black observations {o1, o2, o3} belong to class C1 (Ideal); red observations {o4, o5, o6, o7, o8, o9, o10} belong to class C2 (Normal).

          o1     o2     o3     o4     o5     o6     o7     o8     o9    o10
 o1      0.0   10.0   11.8    8.1    9.9    6.6   10.7    2.3    7.5    7.4
 o2     10.0    0.0   13.7    4.3    9.5    7.0    8.7    8.4    5.4    6.2
 o3     11.8   13.7    0.0   11.3    5.8   10.2    7.0   10.9    9.0    8.4
 o4      8.1    4.3   11.3    0.0    8.7    3.3    7.5    5.9    2.5    3.0
 o5      9.9    9.5    5.8    8.7    0.0    8.4    3.4    9.0    6.5    6.3
 o6      6.6    7.0   10.2    3.3    8.4    0.0    7.9    4.5    3.0    2.9
 o7     10.7    8.7    7.0    7.5    3.4    7.9    0.0    9.3    5.9    5.7
 o8      2.3    8.4   10.9    5.9    9.0    4.5    9.3    0.0    5.5    5.4
 o9      7.5    5.4    9.0    2.5    6.5    3.0    5.9    5.5    0.0    0.8
o10      7.4    6.2    8.4    3.0    6.3    2.9    5.7    5.4    0.8    0.0",,C
Spring2025,Q4,B,Hierarchical clustering / dendrograms (minimum linkage),screenshot,"A hierarchical clustering is applied to the 10 observations in Table 2 using minimum linkage. Which one of the dendrograms shown in Figure 3 corresponds to the distances given in Table 2?

A. Dendrogram 1
B. Dendrogram 2
C. Dendrogram 3
D. Dendrogram 4",,data/screenshots/Spring2025_Q4.png,C
Spring2025,Q5,A,PCA / variance of projection (unbiased estimator),text,"Consider the Principal Component Analysis (PCA) of the Welding robot dataset represented by the N x M data matrix X with the observations as row vectors, i.e., the i'th row in X is x_i^T. The Singular Value Decomposition (SVD) is given by X_tilde = U S V^T, where X_tilde is the centered data matrix obtained from X by subtracting the column-wise mean. The projection of X onto a principal component results in N scalar values denoted by b = {b1, b2, ..., bN}. Determine which one of the following options results in an unbiased estimate of the variance of b when projecting X onto the second principal component.

A. Var[b] is always 1
B. Var[b] = (1/N) sum_{i=1}^{N} (x_i^T u_2)^2
C. Var[b] = (1/(N-1)) v_2^T X_tilde^T v_2
D. Var[b] = (1/(N-1)) sum_{i=1}^{N} [ (x_i^T - (1/N) sum_{j=1}^{N} x_j^T) v_2 ]^2",,,D
Spring2025,Q6,A,PCA / interpreting V loadings,text,"Consider again the Principal Component Analysis of the Welding robot dataset, and in particular the SVD decomposition of the centered data matrix X_tilde = U S V^T, and the corresponding matrix
V = [[0.01, 0.03, -0.95, -0.22, 0.23], [0.31, -0.67, -0.07, 0.57, 0.35], [0.64, 0.05, 0.25, -0.55, 0.47], [0.68, 0.06, -0.19, 0.11, -0.7], [0.19, 0.74, -0.02, 0.56, 0.33]].
Which one of the following statements is correct?

A. An observation with a low value of x2 (FORCE), a low value of x3 (VIB), and a low value of x4 (SPEED) will typically have a positive value of the projection onto principal component number 1.
B. An observation with a high value of x2 (FORCE), and a low value of x5 (ATEMP) will typically have a negative value of the projection onto principal component number 2.
C. An observation with a high value of x1 (MTEMP), a low value of x2 (FORCE), a high value of x3 (VIB), and a low value of x5 (ATEMP) will typically have a positive value of the projection onto principal component number 4.
D. An observation with a high value of x1 (MTEMP), and a low value of x3 (VIB) will typically have a positive value of the projection onto principal component number 3.",,,B
Spring2025,Q7,C,Association mining / itemset support,screenshot,"We consider the binary matrix from Table 3 as a market basket problem consisting of N = 10 transactions o1, ..., o10 and M = 5 items f1, ..., f5. Determine how many itemsets that have support epsilon > 0.55.

A. 32
B. 9
C. 6
D. 3",,data/screenshots/Spring2025_Q7.png,D
Spring2025,Q7,C,Association mining / itemset support,text_desc,"We consider the binary matrix from Table 3 as a market basket problem consisting of N = 10 transactions o1, ..., o10 and M = 5 items f1, ..., f5. Determine how many itemsets that have support epsilon > 0.55.

A. 32
B. 9
C. 6
D. 3","Table 3: Binarized version of the Welding robot dataset. f_i = 1 if attribute x_i is greater than the median, else 0.
Classes: black observations {o1, o2, o3} belong to class C1; red observations {o4, o5, o6, o7, o8, o9, o10} belong to class C2.

        f1  f2  f3  f4  f5
 o1      0   1   1   0   1
 o2      0   1   0   0   1
 o3      1   1   1   0   1
 o4      0   0   0   0   1
 o5      0   1   1   1   1
 o6      0   0   1   1   1
 o7      0   0   0   1   1
 o8      0   0   1   1   1
 o9      0   1   0   0   1
o10      0   0   1   1   1",,D
Spring2025,Q8,C,Naive Bayes / conditional probabilities,screenshot,"Consider a Naive Bayes classifier for determining if y = 1 (Ideal operation) or y = 2 (Normal operation) based on the binarized version of the Welding robot dataset shown in Table 3. Determine which one of the following statements is correct.

A. p(y = 2 | f2 = 1) = p(y = 2 | f2 = 1, f5 = 1)
B. p(y = 1 | f1 = 0, f2 = 1, f3 = 1, f4 = 0) = 0.0
C. p(y = 2 | f2 = 1) = 1/5
D. p(y = 2 | f2 = 1) = p(y = 2 | f2 = 0)",,data/screenshots/Spring2025_Q8.png,A
Spring2025,Q8,C,Naive Bayes / conditional probabilities,text_desc,"Consider a Naive Bayes classifier for determining if y = 1 (Ideal operation) or y = 2 (Normal operation) based on the binarized version of the Welding robot dataset shown in Table 3. Determine which one of the following statements is correct.

A. p(y = 2 | f2 = 1) = p(y = 2 | f2 = 1, f5 = 1)
B. p(y = 1 | f1 = 0, f2 = 1, f3 = 1, f4 = 0) = 0.0
C. p(y = 2 | f2 = 1) = 1/5
D. p(y = 2 | f2 = 1) = p(y = 2 | f2 = 0)","Table 3: Binarized version of the Welding robot dataset. f_i = 1 if attribute x_i is greater than the median, else 0.
Classes: black observations {o1, o2, o3} belong to class C1 (y=1, Ideal); red observations {o4, o5, o6, o7, o8, o9, o10} belong to class C2 (y=2, Normal).

        f1  f2  f3  f4  f5
 o1      0   1   1   0   1
 o2      0   1   0   0   1
 o3      1   1   1   0   1
 o4      0   0   0   0   1
 o5      0   1   1   1   1
 o6      0   0   1   1   1
 o7      0   0   0   1   1
 o8      0   0   1   1   1
 o9      0   1   0   0   1
o10      0   0   1   1   1",,A
Spring2025,Q9,A,k-means clustering / convergence,text,"Consider a small dataset comprised of N = 7 observations
x = [3, 4, 6, 13, 16, 18, 20].
Suppose a k-means algorithm is applied to the dataset with K = 3 clusters and using Euclidean distances. At a given stage of the algorithm the data is partitioned into the blocks:
{3, 4}, {6, 13, 16}, {18, 20}
What clustering will the k-means algorithm eventually converge to?

A. {}, {3, 4, 6, 13, 16}, {18, 20}
B. {3, 4, 6}, {13}, {16, 18, 20}
C. {3, 4}, {6, 13, 16, 18}, {20}
D. {3, 4}, {6, 13}, {16, 18, 20}",,,B
